,link,title,date,tag0,tag1,tag2,tag3,tag4,body
47,http://theonion.com/article/afterbirthers-demand-to-see-obamas-placenta-6866,"Afterbirthers Demand To See Obama's Placenta
","August 27, 2009",Politics,Barack Obama,,,,"[u'WASHINGTON\u2013In the continuing controversy surrounding the president\'s U.S. citizenship, a new fringe group informally known as ""Afterbirthers"" demanded Monday the authentication of Barack Obama\'s placenta from his time inside his mother\'s womb. ""All we are asking is that the president produce a sample of his fetal membranes and vessels\u2014preferably along with a photo of the crowning and delivery\u2014and this will all be over,"" said former presidential candidate and Afterbirthers spokesman Alan Keyes, later adding that his organization would be willing to settle for a half-liter of maternal cord plasma. ""To this day, the American people have not seen a cervical mucus plug, let alone one that has been signed and notarized by a state-certified Hawaiian health official. If the president was indeed born in the manner in which he claims, then where is his gestation sac?"" Keyes said that if Obama did not soon produce at least a bloody bedsheet from his conception, Afterbirthers would push forward with efforts to exhume the president\'s deceased mother and inspect the corpse\'s pelvic bone and birth canal.']"
48,http://theonion.com/article/obama-trying-out-social-policies-in-second-life-6901,"Obama Trying Out Social Policies In 'Second Life'
","September 25, 2009",Politics,Barack Obama,,,,"[u'WASHINGTON\u2014According to White House sources, an increasingly cautious President Obama has begun testing out parts of his executive agenda on the 15 million citizens of the online world known as Second Life. The commander in chief\'s avatar\u2014an attractive African-American man with two more years of senatorial experience than the president\u2014has already dedicated 3.5 billion Linden dollars to developing sustainable green energy in the virtual community. ""After what happened when he expanded the Peace Corps, we\'re anticipating a large portion of the program will be cut,"" one unnamed administration official said. ""I saw the screencaps myself. There were thousands of arrogant, college-age avatars just camping out, being of no help to anyone. It was awful."" After moderators confirmed Monday that the virtual world is in no danger of terrorist attack because there is no death in Second Life, former vice president Dick Cheney reportedly canceled his recently opened account.']"
49,http://theonion.com/article/obama-health-care-plan-would-give-seniors-right-to-2822,"Obama: Health Care Plan Would Give Seniors Right To Choose How They Are Killed
","October 6, 2009",Health,Senior Citizens,Politics,Healthcare,Barack Obama,"[u'WASHINGTON\u2014President Barack Obama held a nationally televised address Tuesday to ""clarify any misunderstandings"" about his health care proposal, assuring Americans that under the new bill senior citizens\u2014and not the federal government\u2014will have the right to choose how they are executed.', u'', u'""Let me dispel these ridiculous rumors once and for all and set the record straight: Under my plan, seniors are going to be killed the way they want to be killed, end of story,"" said the president, who acknowledged that ""wiping out"" the nation\'s elderly population has always been his No. 1 priority. ""If your grandmother would rather be euthanized in the privacy of her own home than be gutted and hanged on a high school soccer field, she is entitled to that right.""', u'""Once again, let me be perfectly clear,"" Obama continued. ""Seniors, rest easy knowing that I will never, under any circumstance, sign a bill that doesn\'t give you the option of being murdered by my administration in a manner of your choosing. I promise you that.""', u'During his 45-minute address, the president repeatedly stressed his deep and abiding respect for the nation\'s 65-and-over citizens, saying that murdering them in ways they wouldn\'t want to be murdered would be both un-American and ""flat-out wrong.""', u""Obama also accused his opponents of using scare tactics to score political points, manipulating seniors' fears with misinformation about their upcoming state-mandated deaths."", u'The president said he sympathized with and related to the fears of older Americans, adding that if a politician told him he could only be killed by being forcibly removed from his home and shot in the street like a dog, but left out the fact that he could also be put down by painless lethal injection, he would be scared, too.', u'""Folks\' concerns over my plan are all based on bogus claims that we intend to set up death panels to kill off senior citizens,"" Obama said. ""Well, that is preposterous. A death panel is only one of many ways we can exterminate the elderly. Under my plan, they can be beaten or poisoned to death. They can be murdered by the Marines or the Air National Guard. They can die fast or they can die slow. They can even be drowned in their own bathtubs.""', u'', u'""The point is,"" Obama continued, ""there is a way to die in this plan for everyone.""', u'According to the 970-page bill, seniors would have access to more than 600 methods of execution, all of which would be covered by Medicare. The legislation would also allow aging Americans to keep their own primary care physicians if they prefer to be euthanized by their family doctor.', u'The bill also calls for the creation of government-run carbon monoxide poisoning clinics, termination chambers in all YMCA basements, and a new giant pit in the Nevada desert where seniors can be dumped and buried en masse.', u'""Let the record show, I am opposed to the government getting more involved in people\'s lives,"" Obama said. ""But in times of great change government has typically stepped in to lend a helping hand. That is why free shuttle buses to school gymnasiums pumped full of sarin gas will be provided for all of our seniors.""', u'Following the speech, White House sources said they expected full party support for the proposal. However, some far-left-leaning Democrats have openly criticized the president for backing down from his initial policy of death panels, arguing that a system offering multiple execution options completely undermines their ideal of a single, universal senior-killing policy.', u'""The president has watered down a perfectly reasonable plan in hopes of placating the opposition,"" Sen. Jay Rockefeller (D-WV) said. ""Look, we started this health care crusade because we believe that death panels are the very best way to eliminate the senior population, and I, for one, stand firm in that belief.""', u'The Republican reaction was even more sternly worded.', u'""Seniors!"" House minority leader John Boehner (R-OH) said. ""Run for your lives! Obama is coming to kill you! He will kill all of you!""', u""However, many older Americans lauded the president for finally speaking to them like adults on the matter, and said that for the first time in months they felt they weren't being taken advantage of."", u'""It was refreshing to feel like I wasn\'t being used as a pawn to settle one political party\'s score against another,"" 74-year-old Florida resident Rose Benzio told reporters. ""I didn\'t agree with everything President Obama had to say, but I think there is probably an option in his plan that will suit me. Decapitation sounds interesting.""']"
50,http://theonion.com/article/us-continues-quagmire-building-effort-in-afghanist-2837,"U.S. Continues Quagmire-Building Effort In Afghanistan
","October 27, 2009",Politics,War,Military,,,"[u'KABUL, AFGHANISTAN\u2014 According to sources at the Pentagon, American quagmire-building efforts continued apace in Afghanistan this week, as the geographically rugged, politically unstable region remained ungovernable, death tolls continued to rise, and the grim military campaign persisted as hopelessly as ever.', u'In fact, many government officials now believe that the United States and its allies could be as little as six months away from their ultimate goal: the total quagmirification of Afghanistan.', u'""We\'ve spent a lot of time and money fostering the turmoil and despair necessary to make this a sustaining quagmire, and we\'re not going to stop now,"" President Barack Obama said in a national address Monday night. ""It won\'t be easy, but with enough tactical errors on the ground, shortsighted political strategies, and continued\r\n \r\nignorance of our vast cultural differences, we could have a horrific, full-fledged quagmire by 2012."" ', u'Added Obama, ""Together, we can make Afghanistan into a nightmarish hell-scape Americans will regret for generations to come."" ', u'The U.S. plan to build a lasting quagmire in Afghanistan calls for the loss of at least 5,000 coalition troops, nearly 1,500 of whom have already been killed, and a wasted investment of nearly $1 trillion, a quarter of which has thus far been spent. ', u'With more than 80 percent of the country currently under Taliban control, Defense Secretary Robert Gates argued that U.S. nation-dismantling efforts are actually proceeding ahead of schedule.', u'""We\'ve made a complete mess of local institutions, and moving forward this substantial lack of infrastructure will be the cornerstone of our strategy to ensure long-term chaos in the Afghanistan-Pakistan region,"" said Gates, gesturing to a complex, 6-foot-tall wall map of what were either newly established al-Qaeda bases in Waziristan, tribal trade routes over the Hindu Kush, or perhaps U.S. military outposts of some kind. ""I couldn\'t be happier with our progress. This place is a complete clusterfuck.""', u'A number of Pentagon officials said they were proudly holding on to their false glimmer of hope for a victory that remains forever out of reach, and explained that waging a war that can only end in sorrow has validated all their efforts.', u""The U.S. effort in Afghanistan hasn't always looked so bleak. In 2004, when Afghanistan ratified a new constitution and directly elected a leader for the first time in its history, a number of government officials feared the quagmire would fail and perhaps even lead to relative peace and security. But American military and diplomatic initiatives to prop up the corrupt regime of Hamid Karzai paved the way for this year's utterly fraudulent presidential election, an event which gave the quagmire-building effort a much needed shot in the arm."", u'""Some say the war in Afghanistan is already a quagmire, being as it\'s gone on for eight years and the situation on the ground continues to rapidly deteriorate,"" said Gen. Stanley McChrystal. ""But I know we can do better. There are still dozens of tribal allies to alienate, troop morale could sink even lower, to the point of mutiny, and by continuing to fire a bunch of missiles from unmanned predator drones we have the opportunity to scare the living shit out of every last civilian in the region."" ', u'Continued McChrystal, ""If we play our cards right, the word \'Afghanistan\' could soon replace the word \'Iraq\' as the agreed-upon successor to the word \'Vietnam\' in the American political lexicon.""', u'The loose network of warlords who rule the Afghan countryside were also optimistic about quagmire-building efforts.', u'""Our nation is already impossibly fragmented, but I believe the United States has the ability to make things even worse here,"" said a local tribal leader, who asked to speak anonymously due to his constantly shifting alliances with the two sides. ""Afghanistan has a proud, ancient tradition of quagmires: Soviet Russia, the British Empire, Alexander the Great, Genghis Khan. These are big shoes to fill, but if anyone can do it, these foolish Americans can.""', u""With President Karzai's government maintaining ties to known drug traffickers, and 68,000 U.S. soldiers struggling to police a harsh, challenging landscape, all the conditions for a multigenerational quagmire seem to be in place."", u'For many analysts, the question now is: How will Obama ensure the U.S. entanglement in the region remains permanent? By deploying more troops, by withdrawing them and leaving behind an unspeakable disaster, by increasing sympathy for the Taliban in nuclear-armed Pakistan? There are so many options on the table that many feel a quagmire is virtually guaranteed.', u'""We have so much to thank the Americans for,"" said Marshal Muhammad Qasim Fahim, a notorious warlord who will become vice president if Karzai wins a runoff election scheduled for Nov. 7. ""Not only have they created a lawless environment that has allowed us to capture 90 percent of the opium market, but their heroin habits have made a few of us very rich."" ', u'""I love the Americans and I hope they stay for many years,"" he added. ""Many, many, many, many years.""']"
51,http://theonion.com/article/obamas-declaration-of-swine-flu-emergency-prompts--6952,"Obama's Declaration Of Swine Flu Emergency Prompts Pro-Swine-Flu Republican Response
","October 28, 2009",Politics,Healthcare,Barack Obama,,,"[u'WASHINGTON\u2014Claiming that the president was preying on the public\'s fear of contracting a fatal disease last week when he declared the H1N1 virus a national emergency, Republican leaders announced Wednesday that they were officially endorsing the swine flu. ""Thousands of Americans\u2014hardworking ordinary Americans like you and me\u2014already have H1N1,"" Republican National Committee chairman Michael Steele said during a press conference. ""Now Obama wants to take that away from us. Ask yourself: Do you want the federal government making these kinds of health care decisions for you and your family?"" Other prominent Republicans opposing Obama\'s declaration of emergency include Louisiana governor Bobby Jindal, who urged residents of his state to continue not washing their hands, and radio host Rush Limbaugh, who made a point of dying of the virus during his show on Wednesday.']"
52,http://theonion.com/article/barack-obama-names-alan-moore-official-white-house-6960,"Barack Obama Names Alan Moore Official White House Biographer
","November 4, 2009",Politics,Comics,Barack Obama,,,"[u'WASHINGTON\u2014At a press conference Monday, President Obama announced that he had appointed legendary comic book writer Alan Moore as the official biographer of his time in the White House. ""As evidenced by his epic run on Swamp Thing #21\u201364, Moore\'s deft hand with both sociopolitical commentary and metaphysical violence makes him an ideal choice to chronicle my time in office,"" Obama said of the author of Watchmen and From Hell, whom he reportedly chose over others on a short list of potential biographers that included Warren Ellis, Grant Morrison, and Bob Woodward. ""I look forward to seeing the kinds of subplots he will surely weave throughout the main narrative of my presidency, and how he\'ll tie them all back together at the end in a way that just elevates the thing to a whole other level. God, that guy is the master."" Although Obama has not yet settled on a publisher for his White House biography, he is reportedly leaning toward DC\'s Vertigo imprint for its creator-friendly ethos, high production values, and willingness to publish content for mature readers.']"
53,http://theonion.com/article/obama-tells-nation-hes-going-out-for-cigarettes-2864,"Obama Tells Nation He's Going Out For Cigarettes
","December 1, 2009",Politics,Barack Obama,,,,"[u'WASHINGTON\u2014During a nationally televised address Tuesday, a visibly tired and worn President Obama informed the country that he was going out for a pack of cigarettes and would be back in 10 minutes or so.', u'', u'At press time, it was already getting dark and he had not yet returned.', u'""My fellow Americans, a year ago I was elected to the office of president of the United States,"" Obama said. ""With that responsibility comes a lot of expectations. A lot of pressure. I inherited a trillion-dollar deficit, two wars, a financial system in crisis, and a failing health care industry. I\'ve been trying to piece it all back together, you know? Trying to be the man everyone elected me to be. The man of this White House. But sometimes\u2014sometimes it\'s like I\'m suffocating.""', u'""Anyway, I\'m going to go get some smokes, but I\'ll\u2026be right back,"" added Obama, his voice trembling slightly. ""Don\'t wait up.""', u'Following the unexpected announcement, a solemn Obama reportedly grabbed his keys, hugged his two daughters for what witnesses called an extended period of time, kissed his wife on the forehead, and quietly whispered, ""I love you.""', u'Secret Service agents later confirmed that a half-tearing, half-smiling Obama was greeted by Vice President Joe Biden in the White House Rose Garden. Kneeling on the lawn, Obama reportedly told ""Big Joe"" that he would be in charge of the country for a while, and that the vice president should keep an eye on Iraq and Iran while he was out.', u'""He\'ll be back any minute now and everything will be okay again,"" said press secretary Robert Gibbs, checking his watch. ""Maybe the 7-Eleven he went to was out of his brand so he had to go somewhere else. Or maybe he got lost. Or\u2026or maybe he just decided to stop and get some ice cream for everyone and that\'s why he\'s not back yet.""', u'""Yeah, that\'s it,"" Gibbs added. ""That\'s it.""', u""Sources within the administration confirmed that Obama has made no contact with members of his staff since leaving on the errand. Among those observed by reporters peering out an East Wing window awaiting his return were Defense Secretary Robert Gates and first daughter Sasha Obama, who said they initially thought they heard the president coming in through the visitor's gate, but that it turned out just to be the White House dog, Bo."", u""Though many claimed it isn't like the president to just up and leave, sources acknowledged that Obama has seemed distant in recent weeks, worrying aloud about how he's going to keep the nation afloat during a crippling recession, or be a good role model to its more than 300 million citizens."", u'In addition, White House aides reportedly heard Obama mumbling ""It never stops, does it?"" and ""This\u2014this can\'t be my life"" whenever unemployment climbed a percentage point, North Korea conducted another missile test, or it became apparent there would never be bipartisan support for health care reform.', u'""About a month ago, Barack asked what I would do if I got something I thought I really wanted, but then it turned out not to be what I expected at all,"" chief of staff Rahm Emanuel said. ""He asked if I\'ve ever just wanted to start fresh again, if I\'ve ever just stopped for a second and asked myself, \'Do I really want to be the person who has to rebuild America\'s image abroad, only for people back home to say I\'m not concentrating enough on domestic issues?\'""', u'Added Emanuel, ""Then the president looked me straight in the eyes and he said, \'Rahm, have you ever thought about just sailing off someplace forever and never, ever coming back?\'""', u""Emanuel wasn't the only one to notice a change in Obama."", u'""One night after work\u2014I think it was a meeting with the Joint Chiefs\u2014he came home late and just sat on the edge of our bed shaking his head for 20 minutes,"" Michelle Obama said. ""I was pretending to be asleep, so I don\'t think he knew I was watching, but at one point, poor Barack, he just started whimpering.""', u""While the first lady remained confident of her husband's return, citing Obama's tendency to take long walks, Vice President Biden said he saw something in Obama's eyes that told him otherwise."", u'""He\'s gone,"" Biden said. ""He\'s gone, and he ain\'t never coming back.""']"
54,http://theonion.com/article/obama-to-wait-for-next-bruce-springsteen-album-for-7035,"Obama To Wait For Next Bruce Springsteen Album For Word On Economy
","January 11, 2010",Politics,Economy,Music,Barack Obama,Recession,"[u'WASHINGTON\u2014Faced with the worst economic crisis since the Great Depression, the White House announced Tuesday that a cautious President Obama is awaiting the release of the next Bruce Springsteen album before moving forward with additional economic stimulus initiatives. ""If Mr. Springsteen puts out an E-Street Band project with one rave-up and several tracks containing an overarching theme of redemption, the president will certainly take that as a strong indicator of economic recovery,"" said press secretary Robert Gibbs, adding that an album cover featuring an American flag would be ""extremely promising."" ""However, if he records a stark, haunting, Nebraska-esque exploration of blue-collar life, then it is time to lower interest rates and take immediate steps toward drastically reevaluating our current strategy."" The president has reportedly eschewed the supplementary Mellencamp Little Pink Housing Index used during the Reagan administration, as economists now widely believe it conveys a derivative, shallow view of the American fiscal landscape.']"
55,http://theonion.com/article/obama-visits-kindergarten-to-read-class-200-page-m-17036,"Obama Visits Kindergarten To Read Class 200-Page Memorandum On Health Care
","March 16, 2010",Politics,Healthcare,Barack Obama,,,"[u'MIAMI\u2014As part of a new program designed to encourage reading, President Barack Obama visited a kindergarten class Monday to read the schoolchildren a 200-page memorandum on health care reform. ""All right, part one, subsection A,"" the president began as the assembled students fidgeted on their carpet squares. ""Can everyone see this diagram here on page two showing projected excise taxes on high-cost insurance over a 10-year period?"" Sources said several of the children, while supporting the plan in principle, remained unsure how the tax base would be able to support the full scope of Obama\'s proposed measure.']"
56,http://theonion.com/article/obama-promoted-to-senior-vice-president-of-america-17321,"Obama Promoted To Senior Vice President Of American Affairs
","April 26, 2010",Politics,Barack Obama,,,,"[u""NEW YORK\u2014A statement from America's National Headquarters revealed Thursday that, after just two years heading the Executive Branch, President Barack Obama has been promoted to Senior Vice President of American Affairs."", u""Obama, whose work on health care reform reportedly caught the eye of the nation's higher-ups, has eagerly accepted the more prestigious new position and will join the 12 other members of the American Affairs division starting Monday. He replaces outgoing SVPAA Tom Coleman, who was promoted in February to Chief Administrative Officer of America's North Atlantic Branch."", u""Pending final approval from the National Board of Directors, Friday will be Obama's last day as President of the United States."", u'', u'""Barack is clearly a go-getter and one of our brightest up-and-coming talents,"" Vice Chairman of America Bill Donaldson was quoted in the statement as saying. ""His work in the financial and international sectors shows promise and a capacity for handling some of the more difficult issues this country faces. He is young and this will be a lot of responsibility for him, but we\'re excited to bring him to headquarters and watch him grow.""', u'Sources close to the White House said the president was offered the position during a call last Wednesday from Associate Director of National Operations Dave Lennox. According to aides, Obama ""jumped at the opportunity,"" believing he had accomplished all he could in his role as chief liaison between the national office and Congress.', u""Obama will be the second- youngest Senior Vice President of American Affairs in the country's history, the youngest being current General Manager of the United States Mark D'Angelo."", u'""When you become president, you always hope that something might open up at National before your term is out,"" said Obama, who as SVPAA will now receive matching 401(k) contributions, free access to the executive gym, and an annual bonus that includes a percentage of the GDP. ""So when that call from the ADNO finally came, I was really excited. The fact that he actually took time out of his busy schedule to call me personally was a huge thrill.""', u'""Dave said to me, \'Barack, how would you like to come to New York and work with the big boys?\'"" Obama continued. ""And believe me, when Dave Lennox asks you to do something, you don\'t say no.""', u'In his capacity as SVPAA, Obama will be the co-leader of a four-person team that reports directly to President of American Affairs Peter McNaughton and U.S. Co-Chair Helen Kristiniak. According to the National Headquarters website, Obama\'s job will primarily involve ""facilitating real-time communications between commercial and residential sectors within the United States while working to invigorate foreign and domestic revenue streams through the development of more efficiently monetized diplomatic models.""', u""Though the job consists of fewer menial tasks and more vacation time, beltway insiders said the position's main benefit is that it opens up a lot of doors for the president, who could step into Max Donnelly's shoes as Assistant Co-Chair of the Mid-Atlantic Coordinating Committee within the next 10 years."", u'""Some have called this a lateral move, but I couldn\'t disagree more,"" Andrew Sullivan wrote in The Atlantic. ""All of Obama\'s heroes were SVPAAs at one point or another: Jeff Lawrence, Amy DeMuth, Thomas Jefferson, Dave McCormick, just to name a few.""', u'""And it\'s no secret he\'s always had his eye on the Chief Intercontinental Adviser to the Director of U.S. and Global Affairs job,"" Sullivan added. ""You can\'t make it that far staying in Washington. Just ask Kent Leventhal.""', u'According to sources with knowledge of the hiring process, the decision to promote Obama came from the top. Looking to groom diverse new talents at the national level, Chief Executive Officer Ben Glick and Chairman of the Board Myron Bell reportedly narrowed the list of potential applicants to three names: Obama, Secretary of State Hillary Clinton, and Bob Chang.', u'Chancellor of America Molly Lipman, whom Obama has never directly spoken to, made the final decision.', u'""I am happy that Barack Obama has decided to take the position of Senior Vice President of American Affairs,"" Lipman said through a spokesperson. ""As for who will take over as President of the United States, we are keeping our options open. The talent pool available through the traditional line of succession is limited, so we may be forced to bring in somebody from the outside.""']"
57,http://theonion.com/article/white-house-jester-beheaded-for-making-fun-of-soar-17495,"White House Jester Beheaded For Making Fun Of Soaring National Debt
","May 25, 2010",Politics,Economy,,,,"[u'WASHINGTON\u2014After serving 12 years in the position, Motley, the official White House Jester, was beheaded Tuesday after delivering a poorly received jape about the spiraling national debt before President and Mrs. Obama.', u'""For crimes of great arrogance and cheek, His Idiocy the White House Jester has been sentenced to a swift demise,"" White House Press Secretary Robert Gibbs said following the death sentence. ""Let it be heard over every city and suburb of this land that the National Debt is no topic for frivolity, and the mailed hand of Obama shall smite all offenders.""', u""Motley, who used his last words to beg in vain for Obama's mercy, was executed on the North Lawn at the strike of noon."", u'', u'According to witnesses, the controversial performance took place late Monday evening, when Obama announced that his head was weary following a day of closed-door meetings with Canadian Prime Minister Stephen Harper, Treasury Secretary Timothy Geithner, and the chief of the White House Avenary. Having retired to the Great Hall, Obama clapped his hands and called for feasting and joviality.', u""Initial performances by a madrigal group, marionette puppeteers, and Faith Hill proved popular with the First Family, but the festivities reportedly turned sour after Motley was summoned to lighten Obama's spirits."", u'""At first, Motley did greatly please the President with his cavorting and merrymaking,"" White House Senior Adviser David Axelrod told reporters. ""He recited droll quatrains about the Tea Party movement to much enjoyment. But yea, verily, his impression of [U.S. Secretary of Education] Arne Duncan, with oversized costume teeth, earned the heartiest roars of laughter by far, and perhaps emboldened Motley past the brink of decorum.""', u'Tensions rose when a happily beaming Obama demanded to be riddled. After a string of well-received topical posers, Motley asked the following:', u'A pocket-hole that grew so large,', u""A giant couldn't eat it."", u'A cache of gold that never was,', u'But nonetheless depleted.', u'When the President confessed to being stumped, Motley revealed the answer to be ""the National Debt, of course.""', u'Witnesses said Obama\'s mood immediately darkened and, pounding on the arm of the Presidential Throne, he demanded new jesting. After nervously clearing his throat, Motley was heard to ask, ""Wherefore is the National Debt like a sprouting leaf of spinach?"" When a glowering Obama demanded the answer, Motley stated, ""For it shall rapidly grow into something our children cannot bear.""', u'At this, Obama reportedly dropped the large turkey leg in his hand and signaled to nearby Secret Service agents, who seized Motley and dragged him, pleading, to the Executive Dungeon. The President exited the Hall in a fury, and within minutes had drafted an order of execution by beheading.', u'""The First Executioner completed his task in one true swing,"" said White House Chief of Staff Rahm Emanuel, who presided over the assembled crowd of some 20,000 onlookers. ""His head has been spitted on a pike and displayed facing E Street as a warning to they who would mock our most precipitously extended federal debt.""', u""In his career, Motley entertained three presidents, capered at five White House Correspondents' Dinners, and hosted a season of Comedy Central's Premium Blend. He is the first sitting White House Jester to be executed since the 1998 drawing and quartering of his predecessor, Dennis Miller, on the National Mall."", u'Analysts said that while Motley was an eminently skilled wit, he erred in taking on such a sensitive issue, overstepping the satirical authority normally afforded the Office of White House Jester: In fact, the last Jester to survive a debt joke was Harding Administration Jester Chauncey, who spent five days in the stocks by the Reflecting Pool.', u""Others placed the blame squarely on Obama's famously volatile temper."", u'""Only a month after murdering the Presidential Physician for telling him to quit smoking and jog more, Obama has again displayed his wrath with bloodshed,"" Washington Post reporter Brian Halloran said. ""He must control himself better if he wants to be remembered with a flattering cognomen at the end of his term.""']"
58,http://theonion.com/article/president-obama-mentions-hed-like-to-see-lebron-ja-17512,"President Obama Mentions He'd Like To See LeBron James In Chicago, Also That He's Leader Of The Free World
","May 28, 2010",Sports,Basketball,Barack Obama,Sports Year In Review 2010,,"[u'WASHINGTON\u2014President of the United States, basketball fan, and former Chicago resident Barack Obama once again weighed in on the future of LeBron James Wednesday, saying how much he would enjoy seeing the superstar play for the Bulls, and also that he, President Obama, was in fact the leader of the free world.', u'""As I\'ve mentioned before, I think LeBron would look great in a Bulls uniform,"" the president told reporters during a special morning press briefing in the Oval Office. ""It\'s a great basketball city, and I think he\'d fit right in. Just like I fit in here in my office\u2014which, if you hadn\'t noticed when you entered, is the Oval Office, the center of power of the United States and, by extension, the Western world.""', u'""Sorry, I think I may have gotten sidetracked there and said something irrelevant,"" added the president, walking casually over the presidential seal on the White House rug. ""Or possibly not. In any case, I think LeBron would be perfect for the Bulls and their excellent core of young players. It\'s a team game, and in any team game it\'s important to have good teammates, as I\'m fond of telling my own teammates, like the joint chiefs, the secretary of state, and, you know, the nation of Britain.""', u'James, who becomes a free agent July 1, is being courted by many NBA franchises and is said to be considering New York and Miami as possible destinations. However, President Obama said that as a basketball fan, and as the man with ultimate authority over the CIA, FBI, and the most powerful military in the history of the world, he personally would counsel James to strongly consider Chicago.', u'""Let\'s just say I think it would be in his best interest,"" Obama said. ""And I say that purely as somebody who remembers how great it was when Michael Jordan played for the Bulls. Not at all as one of the handful of individuals on the planet who can order a deadly predator drone attack with a single telephone call. Those drones are very precise, I\'ve found. I told LeBron as much during a conversation last week.""', u""As the free agency period nears, the president has repeatedly mentioned the possibility of James playing in Chicago, most notably to TNT's Marv Albert, but also to Russian prime minister Vladimir Putin and during a personal helicopter visit to the residence of NBA commissioner David Stern."", u'Many fans claim the president is displaying an unfair bias toward Chicago, allegations Obama responded to while idly flipping through a leather folder embossed with the words ""NUCLEAR LAUNCH CODES.""', u'""Let\'s be clear: I think what LeBron James has done for the city of Cleveland and the state of Ohio is remarkable,"" Obama said. ""However, it\'s also been pointed out to me that my approval ratings in Ohio have dipped. And though losing LeBron would be heartbreaking for Ohioans, I wonder if it would be as heartbreaking as, say, losing $645 million in federal education funding, or even $2.2 billion for a statewide infrastructure improvement program.""', u'""But where was I?"" said Obama, looking up and smiling. ""Wasn\'t I just talking about basketball? You see what happens when you become president of the United States? You try to have a lighthearted conversation about sports and suddenly you\'re discussing the very survival of entire American cities.""', u'Though Obama has made it clear in recent conversations about James that the chief executive of the United States has the power to sign or veto legislation, nominate executive and judicial officers, grant pardons and reprieves, and, under the Patriot Act, imprison anyone with enough salary-cap room to court the MVP, many in the sporting community have noted that the president has no constitutional authority to determine the career path of a professional basketball player.', u'President Obama said that he agreed, at least in principle.', u'""Listen, my opinion as the man who holds the highest office in the land is just that\u2014an opinion,"" the president said. ""Any fan would want his favorite team to sign the best player out there. It just so happens that as the most powerful basketball fan on the planet, I can apply a certain amount of pressure others can\'t.""', u'""Which makes sense,"" Obama added, ""because, well, I\'m the president of the United States of America.""']"
59,http://theonion.com/article/obama-to-make-reassuring-eye-contact-with-every-la-17574,"Obama To Make Reassuring Eye Contact With Every Last American
","June 9, 2010",Politics,Barack Obama,,,,"[u'ROCKLAND, ME\u2014In an attempt to convince an anxious populace that his legislative agenda is working and that everything is going to be all right, President Barack Obama embarked on a 50-state, 30,000-town tour Monday during which he plans to gaze assuredly into the eyes of each American citizen, one at a time.', u'""I know a lot of people out there are nervous. They\'re worried about unemployment, the oil spill in the Gulf, and whether or not I am making the right choices in Washington,"" Obama said during a rally at Rockland District High School. ""To those Americans, I offer you this inspiring, confident gaze.""', u""Obama then stepped down from his podium, walked into the 2,000-person audience, and peered comfortingly into each person's eyes. After taking 45 minutes to methodically work his way from the front row all the way to the balcony, and punctuating each look with a gentle pat on the shoulder, Obama returned to the stage, collected himself, and addressed the silent group before him."", u'""There,"" he said. ""All better.""', u'In their announcement of the ""2010 Eye-to-Eye Tour,"" White House officials said that Obama will first spend two weeks making eye contact with the 55 million residents of the densely populated Northeastern states, looking into their eyes and, if necessary, offering them an encouraging head nod. Obama will then continue down the East Coast before taking on the tour\'s biggest challenge: gazing with confidence into the eyes of a hostile Southern electorate that largely rejects his policies.', u'Sources said in order to convince Southerners that the $787 billion economic stimulus package is working and that the repeal of Don\'t Ask, Don\'t Tell is necessary, Obama will stare at them with a serious yet caring squint, give them a soothing smile, and, if necessary, mouth the words ""trust me.""', u'At press time, Obama was making his way down North Calvert Street in Baltimore, where he was earnestly looking into the eyes of 42-year-old construction worker Paul Hatfield.', u'""This is a way for the president to get out of the Washington bubble and really reconnect with the American people,"" Press Secretary Robert Gibbs said during a Tuesday briefing. ""To be honest, I was a little hesitant about the idea at first, but then the president called me into his office, sat me down, told me to take off my glasses, and looked at me with the most reassuring expression I have ever seen. At that point I was sold.""', u'In the past several days, more than 60 million citizens have had similar calming encounters with the president. Patrons at the Beefside Family Restaurant in Concord, NH, many of whom expressed concern that the country was more divided than ever, were placated Tuesday when the president went from booth to booth making eye contact with every man, woman, and child present. If diners attempted to avoid his glance, Obama maneuvered his head quickly but confidently until he made direct eye contact and held their gaze.', u""Obama also offered a self-assured stare to more than 24,000 out-of-work autoworkers in New Jersey; all members of the Vermont teacher's union; some 500 West Virginia coal miners; Philadelphia; attorneys and clients in the law offices of Blum, Horowitz, and Mertz; and Pittsburgh native and Hollywood actor Michael Keaton."", u'""I was waiting for the T when I felt a tap on my shoulder,"" Boston resident Jarrod Tomlinson, 36, said. ""I turned around and it was the president of the United States. Before I could tell him that as a small business owner, I was a little worried that the new health care bill wouldn\'t offer me the subsidies necessary to provide my employees with coverage, he just grabbed both of my arms, looked into my eyes for maybe five seconds, massaged my shoulder briefly, and walked away.""', u'""And you know what?"" Tomlinson continued. ""I think everything\'s going to be okay.""', u'Though recent poll numbers indicate that Obama is slowly earning the trust of Americans throughout the country, some positive effects of his confident glance appear to have been negated by Vice President Joe Biden, who has been busy winking at every American citizen while pretending to shoot them with imaginary finger guns.']"
