,date,summary,temp,precip,precip_intensity,precip_type,wind,visibility
1040,2015-01-29,Clear,37.19,0.0,0.0,,6.12,10.0
1041,2015-01-30,Flurries,22.59,0.02,0.0013,snow,17.16,10.0
1042,2015-01-31,Clear,25.08,0.0,0.0,,0.44,10.0
1043,2015-02-01,Light Rain,35.38,0.6,0.0194,rain,5.34,7.52
1044,2015-02-02,Clear,26.09,0.0,0.0,,14.3,10.0
1045,2015-02-03,Clear,27.66,0.0,0.0,,6.42,10.0
1046,2015-02-04,Clear,43.78,0.0,0.0,,7.33,10.0
1047,2015-02-05,Clear,20.85,0.0,0.0,,10.42,10.0
1048,2015-02-06,Clear,26.89,0.0,0.0,,1.21,10.0
1049,2015-02-07,Clear,35.53,0.0,0.0,,2.82,10.0
1050,2015-02-08,Clear,43.13,0.0,0.0,,6.75,9.84
1051,2015-02-09,Light Snow,32.84,0.58,0.0171,snow,7.99,5.65
1052,2015-02-10,Clear,32.41,0.0,0.0,,9.69,10.0
1053,2015-02-11,Partly Cloudy,34.62,0.0,0.0,,5.82,10.0
1054,2015-02-12,Snow and Breezy,21.37,0.58,0.017,snow,20.38,10.0
1055,2015-02-13,Clear,20.2,0.0,0.0,,4.86,10.0
1056,2015-02-14,Heavy Snow and Breezy,17.51,0.86,0.2216,snow,22.04,9.67
1057,2015-02-15,Clear,11.74,0.0,0.0,,13.86,10.0
1058,2015-02-16,Snow,15.23,0.58,0.0171,snow,0.49,2.8
1059,2015-02-17,Clear,17.92,0.0,0.0,,3.23,9.4
1060,2015-02-18,Flurries,20.87,0.02,0.0013,snow,16.34,9.91
1061,2015-02-19,Partly Cloudy,10.35,0.0,0.0,,13.21,9.64
1062,2015-02-20,Clear,10.47,0.0,0.0,,6.54,10.0
1063,2015-02-21,Snow,33.74,0.66,0.0299,snow,6.05,4.81
1064,2015-02-22,Partly Cloudy,38.17,0.0,0.0,,5.84,8.53
1065,2015-02-23,Clear,18.07,0.0,0.0,,7.58,10.0
1066,2015-02-24,Clear,22.73,0.0,0.0,,5.59,10.0
1067,2015-02-25,Clear,33.75,0.0,0.0,,3.86,10.0
1068,2015-02-26,Clear,30.87,0.0,0.0,,2.82,9.81
1069,2015-02-27,Clear,23.95,0.0,0.0,,8.55,10.0
1070,2015-02-28,Clear,21.92,0.0,0.0,,3.03,9.97
1071,2015-03-01,Clear,32.36,0.0,0.0,,4.21,2.48
1072,2015-03-02,Clear,31.87,0.0,0.0,,6.72,10.0
1073,2015-03-03,Partly Cloudy,37.53,0.0,0.0,,9.95,10.0
1074,2015-03-04,Light Rain,43.99,0.66,0.0299,rain,5.67,4.62
1075,2015-03-05,Flurries,23.05,0.04,0.0017,snow,11.12,10.0
1076,2015-03-06,Clear,18.64,0.0,0.0,,2.73,9.6
1077,2015-03-07,Clear,40.78,0.0,0.0,,4.19,10.0
1078,2015-03-08,Clear,40.78,0.0,0.0,,4.19,10.0
1079,2015-03-09,Partly Cloudy,43.3,0.0,0.0,,4.33,10.0
1080,2015-03-10,Light Rain,44.33,0.49,0.0092,rain,1.92,1.86
1081,2015-03-11,Clear,53.16,0.0,0.0,,9.01,9.93
1082,2015-03-12,Partly Cloudy,41.84,0.0,0.0,,1.61,10.0
1083,2015-03-13,Overcast,45.91,0.0,0.0,,5.82,9.54
1084,2015-03-14,Partly Cloudy,51.91,0.0,0.0,,5.21,8.25
1085,2015-03-15,Clear,43.98,0.0,0.0,,6.58,10.0
1086,2015-03-16,Partly Cloudy,51.84,0.0,0.0,,4.15,10.0
1087,2015-03-17,Clear,43.29,0.0,0.0,,17.57,10.0
1088,2015-03-18,Clear,40.74,0.0,0.0,,3.36,10.0
1089,2015-03-19,Partly Cloudy,42.2,0.0,0.0,,3.69,10.0
1090,2015-03-20,Overcast,37.06,0.0,0.0,,6.63,9.12
1091,2015-03-21,Clear,48.44,0.0,0.0,,3.9,9.83
1092,2015-03-22,Partly Cloudy,45.03,0.0,0.0,,4.99,10.0
1093,2015-03-23,Partly Cloudy,39.85,0.0,0.0,,2.61,10.0
1094,2015-03-24,Partly Cloudy,35.83,0.0,0.0,,3.56,10.0
1095,2015-03-25,Mostly Cloudy,47.17,0.0,0.0,,3.69,9.92
1096,2015-03-26,Rain,54.34,0.8,0.1035,rain,9.61,9.62
1097,2015-03-27,Partly Cloudy,43.98,0.0,0.0,,11.43,10.0
1098,2015-03-28,Clear,30.59,0.0,0.0,,10.78,10.0
1099,2015-03-29,Partly Cloudy,41.24,0.0,0.0,,10.75,10.0
1100,2015-03-30,Partly Cloudy,48.93,0.0,0.0,,2.99,10.0
1101,2015-03-31,Clear,47.16,0.0,0.0,,12.89,10.0
1102,2015-04-01,Clear,45.9,0.0,0.0,,2.21,10.0
1103,2015-04-02,Clear,65.3,0.0,0.0,,12.52,10.0
1104,2015-04-03,Partly Cloudy,69.22,0.04,0.0019,rain,17.81,10.0
1105,2015-04-04,Clear,47.49,0.0,0.0,,4.02,10.0
1106,2015-04-05,Partly Cloudy,53.86,0.0,0.0,,6.75,10.0
1107,2015-04-06,Partly Cloudy,64.33,0.0,0.0,,8.97,10.0
1108,2015-04-07,Mostly Cloudy,62.12,0.03,0.0015,rain,2.06,8.87
1109,2015-04-08,Overcast,44.12,0.0,0.0,,5.67,7.2
1110,2015-04-09,Overcast,44.22,0.18,0.0045,rain,5.56,3.46
1111,2015-04-10,Partly Cloudy,60.43,0.0,0.0,,8.91,7.86
1112,2015-04-11,Clear,52.89,0.0,0.0,,5.35,10.0
1113,2015-04-12,Clear,54.2,0.0,0.0,,7.11,10.0
1114,2015-04-13,Clear,64.11,0.0,0.0,,9.04,10.0
1115,2015-04-14,Mostly Cloudy,54.23,0.0,0.0,,4.24,9.56
1116,2015-04-15,Partly Cloudy,55.21,0.0,0.0,,2.14,10.0
1117,2015-04-16,Mostly Cloudy,61.51,0.0,0.0,,5.74,10.0
1118,2015-04-17,Partly Cloudy,65.95,0.0,0.0,,1.27,10.0
1119,2015-04-18,Partly Cloudy,64.08,0.0,0.0,,2.88,10.0
1120,2015-04-19,Light Rain,53.08,0.57,0.0151,rain,12.1,5.21
1121,2015-04-20,Partly Cloudy,63.45,0.07,0.0024,rain,7.34,10.0
1122,2015-04-21,Clear,54.25,0.0,0.0,,3.55,10.0
1123,2015-04-22,Clear,53.25,0.0,0.0,,15.0,10.0
1124,2015-04-23,Mostly Cloudy,48.04,0.0,0.0,,10.49,10.0
1125,2015-04-24,Partly Cloudy,49.96,0.0,0.0,,3.35,10.0
1126,2015-04-25,Light Rain,42.9,0.72,0.047,rain,5.6,7.63
1127,2015-04-26,Clear,50.73,0.0,0.0,,1.98,10.0
1128,2015-04-27,Partly Cloudy,51.47,0.0,0.0,,13.64,10.0
1129,2015-04-28,Clear,57.27,0.0,0.0,,6.44,10.0
1130,2015-04-29,Partly Cloudy,60.18,0.0,0.0,,4.43,10.0
1131,2015-04-30,Partly Cloudy,57.53,0.0,0.0,,3.4,10.0
1132,2015-05-01,Partly Cloudy,54.97,0.0,0.0,,0.94,10.0
1133,2015-05-02,Clear,59.55,0.0,0.0,,6.46,10.0
1134,2015-05-03,Clear,62.89,0.0,0.0,,3.65,10.0
1135,2015-05-04,Clear,70.07,0.0,0.0,,6.71,9.88
1136,2015-05-05,Partly Cloudy,66.28,0.0,0.0,,4.44,8.83
1137,2015-05-06,Partly Cloudy,67.74,0.0,0.0,,3.7,9.61
1138,2015-05-07,Clear,67.97,0.0,0.0,,6.02,10.0
1139,2015-05-08,Partly Cloudy,68.51,0.0,0.0,,7.51,10.0
1140,2015-05-09,Clear,71.48,0.0,0.0,,7.44,10.0
1141,2015-05-10,Clear,72.51,0.0,0.0,,5.86,9.55
1142,2015-05-11,Clear,70.84,0.0,0.0,,3.67,9.8
1143,2015-05-12,Partly Cloudy,76.32,0.0,0.0,,16.36,10.0
1144,2015-05-13,Clear,56.86,0.0,0.0,,11.1,10.0
1145,2015-05-14,Partly Cloudy,59.22,0.0,0.0,,6.88,10.0
1146,2015-05-15,Partly Cloudy,65.64,0.0,0.0,,5.91,10.0
1147,2015-05-16,Light Rain,70.06,0.55,0.0133,rain,5.44,9.29
1148,2015-05-17,Partly Cloudy,73.63,0.0,0.0,,3.08,9.6
1149,2015-05-18,Rain,73.09,0.78,0.0808,rain,4.59,4.97
1150,2015-05-19,Clear,76.6,0.0,0.0,,5.48,9.51
1151,2015-05-20,Clear,61.12,0.0,0.0,,6.86,10.0
1152,2015-05-21,Partly Cloudy,52.61,0.0,0.0,,4.96,8.29
1153,2015-05-22,Clear,66.27,0.0,0.0,,6.79,10.0
1154,2015-05-23,Clear,60.4,0.0,0.0,,7.28,10.0
1155,2015-05-24,Partly Cloudy,70.03,0.0,0.0,,5.8,10.0
1156,2015-05-25,Partly Cloudy,72.31,0.0,0.0,,7.53,10.0
1157,2015-05-26,Partly Cloudy,76.28,0.0,0.0,,7.51,10.0
1158,2015-05-27,Partly Cloudy,75.35,0.0,0.0,,2.57,9.96
1159,2015-05-28,Partly Cloudy,74.72,0.0,0.0,,2.65,10.0
1160,2015-05-29,Partly Cloudy,74.68,0.0,0.0,,7.31,10.0
1161,2015-05-30,Partly Cloudy,75.42,0.0,0.0,,8.34,10.0
1162,2015-05-31,Partly Cloudy,77.46,0.0,0.0,,10.03,10.0
1163,2015-06-01,Light Rain,70.71,0.72,0.0484,rain,1.97,9.29
1164,2015-06-02,Overcast,59.02,0.0,0.0,,6.63,8.32
1165,2015-06-03,Overcast,60.52,0.0,0.0,,5.34,9.38
1166,2015-06-04,Light Rain,60.15,0.5,0.0093,rain,5.3,8.62
1167,2015-06-05,Partly Cloudy,66.98,0.15,0.0039,rain,2.1,8.19
1168,2015-06-06,Clear,69.97,0.0,0.0,,6.88,10.0
1169,2015-06-07,Partly Cloudy,68.3,0.0,0.0,,8.85,10.0
1170,2015-06-08,Rain,71.37,0.84,0.1703,rain,5.47,8.74
1171,2015-06-09,Partly Cloudy,75.21,0.0,0.0,,8.93,10.0
1172,2015-06-10,Clear,72.71,0.0,0.0,,4.84,9.56
1173,2015-06-11,Clear,80.42,0.0,0.0,,5.29,9.57
1174,2015-06-12,Clear,78.6,0.0,0.0,,4.43,9.56
1175,2015-06-13,Partly Cloudy,79.45,0.0,0.0,,0.67,9.66
1176,2015-06-14,Clear,77.9,0.0,0.0,,2.32,8.85
1177,2015-06-15,Partly Cloudy,78.28,0.0,0.0,,6.42,9.17
1178,2015-06-16,Partly Cloudy,79.93,0.0,0.0,,8.0,10.0
1179,2015-06-17,Mostly Cloudy,72.87,0.05,0.0021,rain,3.45,9.39
1180,2015-06-18,Light Rain,74.99,0.55,0.0136,rain,3.54,9.58
1181,2015-06-19,Partly Cloudy,75.8,0.12,0.0035,rain,4.53,9.95
1182,2015-06-20,Rain,73.43,0.79,0.091,rain,7.69,8.38
1183,2015-06-21,Partly Cloudy,82.68,0.0,0.0,,6.0,9.97
1184,2015-06-22,Partly Cloudy,80.8,0.0,0.0,,7.54,9.84
1185,2015-06-23,Partly Cloudy,74.08,0.0,0.0,,2.7,9.27
1186,2015-06-24,Partly Cloudy,74.43,0.0,0.0,,3.16,10.0
1187,2015-06-25,Heavy Rain,70.56,0.89,0.3207,rain,5.45,9.89
1188,2015-06-26,Partly Cloudy,72.88,0.0,0.0,,4.3,9.23
1189,2015-06-27,Light Rain,69.03,0.55,0.0135,rain,3.75,9.58
1190,2015-06-28,Clear,69.09,0.0,0.0,,5.16,10.0
1191,2015-06-29,Clear,72.17,0.0,0.0,,5.53,9.63
1192,2015-06-30,Partly Cloudy,76.47,0.0,0.0,,4.28,10.0
1193,2015-07-01,Clear,73.35,0.0,0.0,,2.71,9.23
1194,2015-07-02,Clear,68.97,0.0,0.0,,3.26,6.28
1195,2015-07-03,Partly Cloudy,72.18,0.0,0.0,,4.3,8.73
1196,2015-07-04,Clear,71.97,0.0,0.0,,3.03,3.03
1197,2015-07-05,Partly Cloudy,76.03,0.0,0.0,,2.66,9.36
1198,2015-07-06,Partly Cloudy,75.42,0.0,0.0,,7.84,8.95
1199,2015-07-07,Partly Cloudy,80.02,0.0,0.0,,6.66,8.87
1200,2015-07-08,Partly Cloudy,76.72,0.07,0.0024,rain,2.5,9.91
1201,2015-07-09,Partly Cloudy,81.75,0.03,0.0014,rain,6.37,9.45
1202,2015-07-10,Mostly Cloudy,78.82,0.0,0.0,,3.61,9.36
1203,2015-07-11,Clear,74.1,0.0,0.0,,2.61,8.87
1204,2015-07-12,Partly Cloudy,76.25,0.0,0.0,,4.27,9.73
1205,2015-07-13,Rain,74.49,0.77,0.0752,rain,3.45,8.6
1206,2015-07-14,Partly Cloudy,80.02,0.0,0.0,,6.0,9.78
1207,2015-07-15,Clear,74.41,0.0,0.0,,12.43,10.0
1208,2015-07-16,Clear,71.3,0.0,0.0,,2.03,10.0
1209,2015-07-17,Mostly Cloudy,77.35,0.0,0.0,,7.34,10.0
1210,2015-07-18,Clear,79.96,0.0,0.0,,5.87,9.29
1211,2015-07-19,Partly Cloudy,83.49,0.0,0.0,,5.41,9.71
1212,2015-07-20,Partly Cloudy,82.97,0.0,0.0,,4.55,9.84
1213,2015-07-21,Partly Cloudy,78.46,0.0,0.0,,6.59,9.8
1214,2015-07-22,Partly Cloudy,75.34,0.0,0.0,,5.54,10.0
1215,2015-07-23,Clear,72.74,0.0,0.0,,0.31,10.0
1216,2015-07-24,Partly Cloudy,73.9,0.0,0.0,,3.12,10.0
1217,2015-07-25,Clear,77.74,0.0,0.0,,8.27,10.0
1218,2015-07-26,Partly Cloudy,80.11,0.0,0.0,,8.5,10.0
1219,2015-07-27,Clear,78.19,0.0,0.0,,3.03,8.55
1220,2015-07-28,Clear,77.47,0.0,0.0,,2.12,9.15
1221,2015-07-29,Clear,79.91,0.0,0.0,,7.25,9.56
1222,2015-07-30,Partly Cloudy,78.0,0.0,0.0,,2.23,7.66
1223,2015-07-31,Clear,77.33,0.0,0.0,,4.31,10.0
1224,2015-08-01,Clear,76.8,0.0,0.0,,3.97,9.36
1225,2015-08-02,Clear,75.05,0.0,0.0,,6.11,10.0
1226,2015-08-03,Clear,80.75,0.0,0.0,,7.04,10.0
1227,2015-08-04,Light Rain,76.8,0.66,0.0293,rain,2.53,8.94
1228,2015-08-05,Partly Cloudy,78.05,0.0,0.0,,6.12,10.0
1229,2015-08-06,Drizzle,74.92,0.46,0.0087,rain,4.54,9.49
1230,2015-08-07,Partly Cloudy,74.44,0.01,0.001,rain,2.37,9.97
1231,2015-08-08,Partly Cloudy,72.98,0.0,0.0,,4.09,10.0
1232,2015-08-09,Overcast,78.06,0.0,0.0,,8.67,10.0
1233,2015-08-10,Light Rain,73.86,0.57,0.015,rain,8.23,9.77
1234,2015-08-11,Mostly Cloudy,75.75,0.0,0.0,,4.08,9.73
1235,2015-08-12,Clear,72.25,0.0,0.0,,4.2,10.0
1236,2015-08-13,Clear,68.65,0.0,0.0,,1.27,10.0
1237,2015-08-14,Clear,72.74,0.0,0.0,,5.56,10.0
1238,2015-08-15,Partly Cloudy,74.68,0.0,0.0,,7.73,10.0
1239,2015-08-16,Clear,76.72,0.0,0.0,,5.16,10.0
1240,2015-08-17,Clear,78.51,0.0,0.0,,7.92,10.0
1241,2015-08-18,Partly Cloudy,76.98,0.0,0.0,,6.22,9.67
1242,2015-08-19,Drizzle,78.67,0.41,0.008,rain,7.05,9.76
1243,2015-08-20,Partly Cloudy,74.1,0.09,0.0029,rain,3.68,9.4
1244,2015-08-21,Clear,71.64,0.0,0.0,,4.19,10.0
1245,2015-08-22,Clear,71.08,0.0,0.0,,3.18,10.0
1246,2015-08-23,Partly Cloudy,73.94,0.0,0.0,,5.97,10.0
1247,2015-08-24,Partly Cloudy,74.84,0.01,0.001,rain,2.88,9.04
1248,2015-08-25,Partly Cloudy,71.8,0.0,0.0,,5.38,10.0
1249,2015-08-26,Clear,68.0,0.0,0.0,,2.31,10.0
1250,2015-08-27,Clear,69.64,0.0,0.0,,2.56,10.0
1251,2015-08-28,Clear,68.9,0.0,0.0,,4.61,9.84
1252,2015-08-29,Partly Cloudy,74.11,0.0,0.0,,7.49,10.0
1253,2015-08-30,Partly Cloudy,78.31,0.0,0.0,,6.59,10.0
1254,2015-08-31,Clear,76.53,0.0,0.0,,8.11,9.73
1255,2015-09-01,Partly Cloudy,78.11,0.0,0.0,,2.96,9.03
1256,2015-09-02,Clear,76.84,0.0,0.0,,3.11,8.98
1257,2015-09-03,Partly Cloudy,77.88,0.0,0.0,,4.42,9.18
1258,2015-09-04,Clear,77.58,0.0,0.0,,5.29,9.55
1259,2015-09-05,Clear,73.09,0.0,0.0,,5.1,10.0
1260,2015-09-06,Clear,71.14,0.0,0.0,,3.2,10.0
1261,2015-09-07,Clear,77.62,0.0,0.0,,7.51,10.0
1262,2015-09-08,Clear,79.61,0.0,0.0,,8.17,10.0
1263,2015-09-09,Partly Cloudy,78.87,0.0,0.0,,5.54,10.0
1264,2015-09-10,Mostly Cloudy,70.01,0.0,0.0,,9.64,9.91
1265,2015-09-11,Clear,70.14,0.0,0.0,,0.46,10.0
1266,2015-09-12,Mostly Cloudy,69.48,0.0,0.0,,4.71,9.62
1267,2015-09-13,Clear,61.3,0.0,0.0,,3.57,10.0
1268,2015-09-14,Clear,64.17,0.0,0.0,,5.39,9.91
1269,2015-09-15,Clear,66.18,0.0,0.0,,2.64,10.0
1270,2015-09-16,Partly Cloudy,68.98,0.0,0.0,,3.72,10.0
1271,2015-09-17,Clear,69.9,0.0,0.0,,4.44,10.0
1272,2015-09-18,Clear,70.05,0.0,0.0,,6.44,10.0
1273,2015-09-19,Partly Cloudy,73.39,0.0,0.0,,6.57,10.0
1274,2015-09-20,Partly Cloudy,69.11,0.0,0.0,,7.36,10.0
1275,2015-09-21,Light Rain,62.98,0.64,0.025,rain,5.89,9.7
1276,2015-09-22,Partly Cloudy,65.79,0.0,0.0,,5.24,10.0
1277,2015-09-23,Partly Cloudy,64.02,0.0,0.0,,2.22,9.69
1278,2015-09-24,Partly Cloudy,66.62,0.0,0.0,,5.08,10.0
1279,2015-09-25,Partly Cloudy,66.26,0.0,0.0,,5.99,10.0
1280,2015-09-26,Partly Cloudy,64.16,0.0,0.0,,8.97,10.0
1281,2015-09-27,Mostly Cloudy,68.87,0.0,0.0,,6.05,10.0
1282,2015-09-28,Partly Cloudy,71.44,0.0,0.0,,3.77,9.71
1283,2015-09-29,Rain,73.45,0.85,0.1968,rain,8.79,9.34
1284,2015-09-30,Overcast,64.85,0.0,0.0,,11.07,10.0
1285,2015-10-01,Overcast,57.18,0.12,0.0034,rain,9.37,8.94
1286,2015-10-02,Light Rain,50.01,0.5,0.0095,rain,11.46,6.05
1287,2015-10-03,Overcast,55.65,0.0,0.0,,11.75,7.52
1288,2015-10-04,Mostly Cloudy,55.21,0.0,0.0,,6.75,10.0
1289,2015-10-05,Clear,54.63,0.0,0.0,,0.69,10.0
1290,2015-10-06,Partly Cloudy,59.34,0.0,0.0,,2.77,10.0
1291,2015-10-07,Clear,60.99,0.0,0.0,,5.41,9.04
1292,2015-10-08,Partly Cloudy,63.27,0.0,0.0,,4.52,8.95
1293,2015-10-09,Partly Cloudy,66.2,0.0,0.0,,6.16,9.31
1294,2015-10-10,Clear,51.06,0.0,0.0,,1.13,9.48
1295,2015-10-11,Clear,54.71,0.0,0.0,,2.56,9.73
1296,2015-10-12,Clear,60.75,0.0,0.0,,4.94,10.0
1297,2015-10-13,Partly Cloudy,65.93,0.0,0.0,,8.5,10.0
1298,2015-10-14,Clear,55.88,0.0,0.0,,4.73,10.0
1299,2015-10-15,Clear,54.21,0.0,0.0,,5.25,10.0
1300,2015-10-16,Clear,52.82,0.0,0.0,,4.49,10.0
1301,2015-10-17,Clear,44.96,0.0,0.0,,8.87,10.0
1302,2015-10-18,Clear,42.51,0.0,0.0,,5.76,10.0
1303,2015-10-19,Clear,47.01,0.0,0.0,,7.7,10.0
1304,2015-10-20,Clear,52.48,0.0,0.0,,3.71,10.0
1305,2015-10-21,Clear,55.7,0.0,0.0,,4.62,9.84
1306,2015-10-22,Partly Cloudy,60.49,0.0,0.0,,4.38,10.0
1307,2015-10-23,Clear,52.23,0.0,0.0,,4.04,10.0
1308,2015-10-24,Mostly Cloudy,58.31,0.0,0.0,,6.62,10.0
1309,2015-10-25,Partly Cloudy,56.02,0.0,0.0,,8.74,10.0
1310,2015-10-26,Partly Cloudy,45.83,0.0,0.0,,4.62,9.69
1311,2015-10-27,Mostly Cloudy,55.64,0.0,0.0,,6.4,10.0
1312,2015-10-28,Mostly Cloudy,68.08,0.04,0.0018,rain,11.97,9.33
1313,2015-10-29,Partly Cloudy,55.23,0.0,0.0,,3.98,10.0
1314,2015-10-30,Clear,47.29,0.0,0.0,,4.74,10.0
1315,2015-10-31,Partly Cloudy,54.18,0.0,0.0,,6.57,10.0
1316,2015-11-01,Partly Cloudy,57.79,0.0,0.0,,2.42,7.95
1317,2015-11-02,Clear,50.08,0.0,0.0,,2.6,8.26
1318,2015-11-03,Clear,51.47,0.0,0.0,,4.31,10.0
1319,2015-11-04,Clear,59.73,0.16,0.0041,rain,1.17,9.02
1320,2015-11-05,Partly Cloudy,62.77,0.0,0.0,,4.92,2.42
1321,2015-11-06,Partly Cloudy,69.54,0.0,0.0,,3.91,9.62
1322,2015-11-07,Clear,54.42,0.0,0.0,,10.16,9.85
1323,2015-11-08,Clear,43.24,0.0,0.0,,3.79,10.0
1324,2015-11-09,Rain,49.71,0.82,0.126,rain,4.73,4.44
1325,2015-11-10,Clear,56.13,0.0,0.0,,12.57,9.7
1326,2015-11-11,Clear,49.58,0.0,0.0,,4.69,10.0
1327,2015-11-12,Clear,59.49,0.0,0.0,,5.9,10.0
1328,2015-11-13,Clear,50.17,0.0,0.0,,12.2,10.0
1329,2015-11-14,Clear,41.1,0.0,0.0,,2.09,10.0
1330,2015-11-15,Clear,49.85,0.0,0.0,,4.72,10.0
1331,2015-11-16,Clear,46.3,0.0,0.0,,1.5,9.71
1332,2015-11-17,Clear,49.89,0.0,0.0,,4.28,10.0
1333,2015-11-18,Clear,62.39,0.0,0.0,,8.25,10.0
1334,2015-11-19,Clear,59.25,0.0,0.0,,6.22,8.53
1335,2015-11-20,Clear,41.63,0.0,0.0,,5.8,10.0
1336,2015-11-21,Clear,47.99,0.0,0.0,,4.61,9.63
1337,2015-11-22,Clear,38.26,0.0,0.0,,13.48,10.0
1338,2015-11-23,Clear,35.38,0.0,0.0,,3.31,10.0
1339,2015-11-24,Clear,39.51,0.0,0.0,,4.32,10.0
1340,2015-11-25,Clear,43.97,0.0,0.0,,3.43,10.0
1341,2015-11-26,Clear,46.0,0.0,0.0,,3.4,9.48
1342,2015-11-27,Clear,51.92,0.0,0.0,,4.52,10.0
1343,2015-11-28,Clear,57.39,0.0,0.0,,4.72,9.01
1344,2015-11-29,Partly Cloudy,44.98,0.0,0.0,,6.6,10.0
1345,2015-11-30,Drizzle,44.45,0.37,0.0074,rain,4.13,3.29
1346,2015-12-01,Foggy,47.78,0.0,0.0,,2.97,1.5
1347,2015-12-02,Clear,53.87,0.0,0.0,,7.02,10.0
1348,2015-12-03,Clear,41.06,0.0,0.0,,5.06,10.0
1349,2015-12-04,Clear,35.39,0.0,0.0,,4.28,9.86
1350,2015-12-05,Clear,35.07,0.0,0.0,,4.59,8.27
1351,2015-12-06,Clear,37.98,0.0,0.0,,1.85,8.53
1352,2015-12-07,Clear,45.11,0.0,0.0,,2.51,9.86
1353,2015-12-08,Clear,40.72,0.0,0.0,,2.34,8.21
1354,2015-12-09,Clear,44.27,0.0,0.0,,0.5,5.4
1355,2015-12-10,Clear,46.09,0.0,0.0,,2.78,8.73
1356,2015-12-11,Clear,47.77,0.0,0.0,,1.15,7.62
1357,2015-12-12,Clear,52.89,0.0,0.0,,2.83,7.69
1358,2015-12-13,Clear,57.57,0.0,0.0,,2.81,9.41
1359,2015-12-14,Partly Cloudy,66.18,0.0,0.0,,10.36,9.94
1360,2015-12-15,Clear,47.58,0.0,0.0,,5.72,10.0
1361,2015-12-16,Clear,46.45,0.0,0.0,,4.46,10.0
1362,2015-12-17,Clear,51.3,0.0,0.0,,3.62,7.93
1363,2015-12-18,Clear,35.74,0.0,0.0,,8.04,10.0
1364,2015-12-19,Clear,34.36,0.0,0.0,,3.49,10.0
1365,2015-12-20,Clear,37.89,0.0,0.0,,6.72,10.0
1366,2015-12-21,Clear,54.44,0.0,0.0,,8.91,10.0
1367,2015-12-22,Clear,57.58,0.0,0.0,,4.62,9.56
1368,2015-12-23,Clear,64.37,0.0,0.0,,6.78,9.48
1369,2015-12-24,Clear,62.62,0.0,0.0,,1.79,7.01
1370,2015-12-25,Clear,59.09,0.0,0.0,,5.73,6.2
1371,2015-12-26,Drizzle,51.58,0.26,0.0058,rain,2.97,3.57
1372,2015-12-27,Partly Cloudy,60.13,0.0,0.0,,8.0,10.0
1373,2015-12-28,Light Rain,42.39,0.64,0.0247,rain,7.73,3.76
1374,2015-12-29,Clear,47.97,0.0,0.0,,3.92,3.1
1375,2015-12-30,Clear,50.9,0.0,0.0,,3.93,2.66
1376,2015-12-31,Clear,44.72,0.0,0.0,,6.25,10.0
1377,2016-01-01,Clear,35.13,0.0,0.0,,2.87,10.0
1378,2016-01-02,Clear,34.35,0.0,0.0,,3.81,10.0
1379,2016-01-03,Clear,34.48,0.0,0.0,,5.73,10.0
1380,2016-01-04,Clear,22.53,0.0,0.0,,14.7,10.0
1381,2016-01-05,Clear,21.74,0.0,0.0,,3.05,10.0
1382,2016-01-06,Partly Cloudy,30.89,0.0,0.0,,2.74,9.94
1383,2016-01-07,Clear,39.92,0.0,0.0,,3.14,3.85
1384,2016-01-08,Partly Cloudy,43.61,0.0,0.0,,2.46,8.26
1385,2016-01-09,Rain,50.0,0.75,0.0655,rain,5.65,6.34
1386,2016-01-10,Clear,38.65,0.0,0.0,,14.95,10.0
1387,2016-01-11,Clear,29.26,0.0,0.0,,3.44,10.0
1388,2016-01-12,Clear,30.25,0.0,0.0,,16.77,10.0
1389,2016-01-13,Clear,25.39,0.0,0.0,,3.64,10.0
1390,2016-01-14,Clear,40.22,0.0,0.0,,4.2,10.0
1391,2016-01-15,Light Rain,42.48,0.59,0.0175,rain,4.13,6.43
1392,2016-01-16,Clear,39.12,0.0,0.0,,6.65,10.0
1393,2016-01-17,Clear,32.48,0.0,0.0,,5.94,9.19
1394,2016-01-18,Clear,16.5,0.0,0.0,,13.03,10.0
1395,2016-01-19,Clear,21.03,0.0,0.0,,10.41,10.0
1396,2016-01-20,Clear,26.1,0.0,0.0,,1.24,6.0
1397,2016-01-21,Clear,26.44,0.0,0.0,,8.41,10.0
1398,2016-01-22,Snow,23.28,0.63,0.0241,snow,12.25,0.71
1399,2016-01-23,Clear,27.98,0.0,0.0,,13.63,5.97
1400,2016-01-24,Clear,19.38,0.0,0.0,,1.79,8.06
1401,2016-01-25,Clear,33.08,0.0,0.0,,3.6,8.99
1402,2016-01-26,Clear,45.92,0.0,0.0,,3.68,10.0
1403,2016-01-27,Clear,29.16,0.0,0.0,,3.01,10.0
1404,2016-01-28,Clear,35.21,0.0,0.0,,3.87,9.79
1405,2016-01-29,Clear,30.99,0.0,0.0,,7.68,10.0
1406,2016-01-30,Clear,38.16,0.0,0.0,,9.42,10.0
1407,2016-01-31,Clear,50.61,0.0,0.0,,8.0,10.0
1408,2016-02-01,Clear,43.68,0.0,0.0,,5.78,7.57
1409,2016-02-02,Clear,43.29,0.0,0.0,,5.66,10.0
1410,2016-02-03,Foggy,53.72,0.0,0.0,,5.79,1.85
1411,2016-02-04,Clear,42.61,0.0,0.0,,11.9,9.94
1412,2016-02-05,Clear,32.5,0.0,0.0,,3.4,10.0
